target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	312.495	188	32.8126
NM_001281925.1	634	386.859	310	43.7053
NM_001285876.1	834	579.056	260	24.4895
NM_001286187.1	1110	853.949	1019.11	65.09
NM_001290408.1	830	575.171	158	14.9826
NM_001291139.1	4671	4414.95	809	9.99422
NM_001291140.1	4671	4414.95	809	9.99422
NM_001291520.1	4282	4025.95	300.261	4.06778
NM_001293736.1	2063	1806.95	799.991	24.1471
NM_001301748.1	4136	3879.95	2782.74	39.1176
XM_004600094.1	3370	3113.95	1177.53	20.6246
XM_004600095.1	3286	3029.95	3733.47	67.2053
XM_004600096.1	1395	1138.95	294.303	14.0934
XM_004600097.1	1242	985.949	55.6965	3.08105
XM_004600098.1	4328	4071.95	0.0153899	0.000206139
XM_004600099.1	4314	4057.95	14.9555	0.201011
XM_004600100.1	4040	3783.95	28.0291	0.404008
XM_004600101.1	1026	769.949	177	12.5383
XM_004600102.1	2487	2230.95	179.196	4.38091
XM_004600103.1	2439	2182.95	903.804	22.5817
XM_004600104.1	2604	2347.95	1163	27.0158
XM_004600105.1	1188	931.949	997	58.3484
XM_004600106.1	488	257.701	1752	370.803
XM_004600107.1	5374	5117.95	956	10.188
XM_004600108.1	3753	3496.95	0	0
XM_004600109.1	4293	4036.95	2097	28.3316
XM_004600110.1	1550	1293.95	647	27.2718
XM_004600111.1	485	255.06	45	9.62269
XM_004600112.1	1479	1222.95	427	19.0434
XM_004600113.1	4152	3895.95	292	4.08786
XM_004600114.1	3963	3706.95	0	0
XM_004600115.2	5115	4858.95	0	0
XM_004600116.1	858	602.821	897	81.1578
XM_004600117.1	3384	3127.95	224	3.90584
XM_004600118.1	2052	1795.95	33	1.00218
XM_004600119.1	3624	3367.95	680	11.0121
XM_004600120.1	3183	2926.95	0	0
XM_004600122.2	1092	835.949	322	21.0088
XM_004600123.1	4041	3784.95	298	4.2942
XM_004600124.1	1599	1342.95	0	0
XM_004600125.2	4680	4423.95	3730.62	45.9936
XM_004600126.1	2628	2371.95	82.4884	1.89676
XM_004600127.1	2544	2287.95	560.512	13.3618
XM_004600128.1	1680	1423.95	0	0
XM_004600129.1	2030	1773.95	318	9.77714
XM_004600130.2	9293	9036.95	133.397	0.8051
XM_004600131.2	9225	8968.95	947.628	5.76265
XM_004600133.1	3098	2841.95	33	0.633321
XM_004600134.1	1578	1321.95	369	15.2243
XM_004600135.1	1673	1416.95	273	10.5083
XM_004600136.1	737	484.732	147	16.5402
XM_004600137.1	1225	968.949	242	13.622
XM_004600138.1	3510	3253.95	722	12.1019
XM_004600140.1	4321	4064.95	258	3.46171
XM_004600141.1	4199	3942.95	0	0
XM_004600142.2	2770	2513.95	612	13.2776
XM_004600143.2	2647	2390.95	0.000153235	3.49553e-06
XM_004600144.1	357	153.768	2	0.7094
XM_004600145.2	6774	6517.95	4001.18	33.4813
XM_004600146.1	3612	3355.95	242.048	3.9338
XM_004600147.1	2568	2311.95	139.572	3.29266
XM_004600148.1	2509	2252.95	92.3798	2.23641
XM_004600149.1	3009	2752.95	550	10.8966
XM_004600150.1	8211	7954.95	168.692	1.1566
XM_004600151.1	8208	7951.95	443.125	3.03934
XM_004600152.1	8208	7951.95	889.4	6.10028
XM_004600153.1	8199	7942.95	373.58	2.56524
XM_004600154.1	8181	7924.95	289.203	1.99036
XM_004600156.1	1698	1441.95	2	0.0756495
XM_004600157.1	2782	2525.95	0	0
XM_004600158.1	2755	2498.95	0	0
XM_004600159.1	8561	8304.95	24.3805	0.160115
XM_004600160.1	2533	2276.95	0	0
XM_004600161.1	2538	2281.95	0	0
XM_004600162.1	8339	8082.95	1362.62	9.19456
XM_004600163.1	822	567.398	0	0
XM_004600164.1	2148	1891.95	14	0.403594
XM_004600165.1	1309	1052.95	381	19.7353
XM_004600166.1	1593	1336.95	902.079	36.8006
XM_004600167.1	999	742.949	940.921	69.0749
XM_004600168.1	5802	5545.95	8	0.0786756
XM_004600170.1	1008	751.949	1911	138.611
XM_004600171.1	5443	5186.95	90	0.94636
XM_004600172.1	1084	827.949	937	61.7251
XM_004600173.1	5727	5470.95	293	2.921
XM_004600174.1	826	571.171	10532	1005.71
XM_004600175.1	825	570.171	111	10.618
XM_004600176.1	2161	1904.95	370.421	10.6057
XM_004600177.1	2110	1853.95	269.579	7.93075
XM_004600178.2	734	481.781	6	0.679247
XM_004600179.1	1898	1641.95	838	27.8362
XM_004600180.1	420	201.594	66	17.8563
XM_004600181.1	1119	862.949	0	0
XM_004600182.1	3813	3556.95	859.07	13.1728
XM_004600185.1	1803	1546.95	287	10.1189
XM_004600186.1	1888	1631.95	560	18.7158
XM_004600187.2	2134	1877.95	189	5.48914
XM_004600188.1	3860	3603.95	772	11.6833
XM_004600189.1	387	176.205	1473.86	456.209
XM_004600190.1	342	143.433	48.3043	18.368
XM_004600191.1	294	109.908	1.83508	0.910652
XM_004600192.1	708	457.204	182	21.7114
XM_004600193.1	756	503.188	700.869	75.9683
XM_004600194.2	1567	1310.95	939	39.0666
XM_004600195.1	792	537.894	11	1.11538
XM_004600196.1	1259	1002.95	1115	60.6348
XM_004600197.1	873	617.76	2	0.176578
XM_004600198.1	3438	3181.95	290	4.97085
XM_004600199.1	2097	1840.95	0	0
XM_004600200.1	1525	1268.95	1243	53.426
XM_004600201.1	444	220.747	301	74.3701
XM_004600202.1	2165	1908.95	460	13.1428
XM_004600203.1	231	69.8856	1149	896.723
XM_004600204.1	1936	1679.95	1144	37.1412
XM_004600205.2	621	374.908	4329.99	629.923
XM_004600206.2	867	611.76	1388	123.747
XM_004600207.1	567	325.941	0	0
XM_004600208.1	1164	907.949	32.0247	1.92376
XM_004600209.1	1045	788.949	66.9753	4.63011
XM_004600210.1	393	180.805	23	6.93814
XM_004600211.1	1206	949.949	2320	133.203
XM_004600212.1	1901	1644.95	1009.71	33.4788
XM_004600213.1	1756	1499.95	1344.29	48.8813
XM_004600214.2	3318	3061.95	6469	115.23
XM_004600215.1	3276	3019.95	497	8.976
XM_004600216.2	1289	1032.95	1043.4	55.0933
XM_004600217.2	1216	959.949	0	0
XM_004600218.1	1626	1369.95	387	15.4075
XM_004600219.2	4557	4300.95	6409	81.2741
XM_004600220.1	1842	1585.95	1177	40.4775
XM_004600221.2	1158	901.949	116.088	7.01992
XM_004600222.2	1174	917.949	5.34952	0.31785
XM_004600223.1	1106	849.949	1109.75	71.213
XM_004600224.2	1106	849.949	49.4186	3.1712
XM_004600225.1	8449	8192.95	1856	12.3556
XM_004600226.1	2796	2539.95	1814	38.9528
XM_004600227.2	1180	923.949	911	53.777
XM_004600228.1	420	201.594	17	4.59936
XM_004600229.1	3434	3177.95	1026.53	17.6178
XM_004600230.2	582	338.993	889.728	143.151
XM_004600231.1	942	686.24	0	0
XM_004600232.1	960	704.24	0	0
XM_004600233.1	3023	2766.95	295	5.81496
XM_004600234.2	1938	1681.95	0	0
XM_004600235.1	1207	950.949	3711.02	212.844
XM_004600236.1	1171	914.949	293.685	17.5069
XM_004600237.1	1153	896.949	571.704	34.764
XM_004600238.1	1117	860.949	504.591	31.966
XM_004600239.1	1112	855.949	0	0
XM_004600240.1	961	705.24	0	0
XM_004600241.2	1536	1279.95	126.017	5.36986
XM_004600242.1	1833	1576.95	3	0.10376
XM_004600244.1	1048	791.949	2	0.13774
XM_004600245.1	877	621.698	0	0
XM_004600246.1	987	731.098	625	46.6263
XM_004600247.2	2031	1774.95	241	7.40555
XM_004600248.1	1260	1003.95	583	31.6725
XM_004600249.1	3003	2746.95	1470	29.1872
XM_004600250.2	995	739.098	0	0
XM_004600251.1	2938	2681.95	3552	72.2351
XM_004600252.1	2763	2506.95	69	1.50117
XM_004600253.1	2730	2473.95	0	0
XM_004600254.1	1146	889.949	477	29.2334
XM_004600255.1	2426	2169.95	1229	30.8907
XM_004600256.1	1080	823.949	651	43.093
XM_004600257.1	3540	3283.95	1646	27.3375
XM_004600258.1	1626	1369.95	352	14.0141
XM_004600259.1	894	638.572	516	44.0723
XM_004600260.1	1290	1033.95	145	7.64883
XM_004600261.2	2166	1909.95	34	0.970919
XM_004600262.1	909	653.507	156	13.0197
XM_004600263.2	2898	2641.95	379.755	7.8398
XM_004600264.1	2840	2583.95	12.2453	0.25847
XM_004600265.2	2426	2169.95	1219.67	30.6562
XM_004600266.1	1133	876.949	281.33	17.4972
XM_004600267.1	1110	853.949	281	17.9473
XM_004600268.1	2152	1895.95	832	23.9344
XM_004600269.1	1263	1006.95	37	2.0041
XM_004600270.1	2110	1853.95	313	9.20815
XM_004600271.1	1099	842.949	61	3.94688
XM_004600272.1	1283	1026.95	1359	72.1766
XM_004600273.1	513	279.219	1	0.195336
XM_004600274.1	3971	3714.95	298	4.37511
XM_004600275.1	942	686.24	0	0
XM_004600276.1	747	494.339	61	6.73025
XM_004600277.1	7040	6783.95	655	5.26605
XM_004600278.2	3313	3056.95	553.294	9.87174
XM_004600279.1	2429	2172.95	205.706	5.16325
XM_004600280.1	1840	1583.95	46	1.58395
XM_004600281.2	1569	1312.95	0	0
XM_004600282.1	1544	1287.95	61	2.58319
XM_004600283.1	7545	7288.95	702	5.25289
XM_004600284.1	420	201.594	0	0
XM_004600285.2	2370	2113.95	2241	57.8194
XM_004600286.1	1233	976.949	0	0
XM_004600287.1	1296	1039.95	0	0
XM_004600288.1	4002	3745.95	392	5.70756
XM_004600289.1	2739	2482.95	560	12.3012
XM_004600290.1	2604	2347.95	0	0
XM_004600291.1	1339	1082.95	135	6.7991
XM_004600292.1	377	168.636	588	190.174
XM_004600293.1	2646	2389.95	0	0
XM_004600294.1	2622	2365.95	0	0
XM_004600295.1	2749	2492.95	0	0
XM_004600296.1	2592	2335.95	0	0
XM_004600297.1	2491	2234.95	0	0
XM_004600298.1	2461	2204.95	0	0
XM_004600299.1	1649	1392.95	72	2.81918
XM_004600300.2	5753	5496.95	3312	32.862
XM_004600301.2	1380	1123.95	230	11.1611
XM_004600302.2	1679	1422.95	35	1.34154
XM_004600303.2	1563	1306.95	0	0
XM_004600304.2	1563	1306.95	0	0
XM_004600305.2	1566	1309.95	0	0
XM_004600306.2	1494	1237.95	0	0
XM_004600307.1	2273	2016.95	14	0.378581
XM_004600308.1	3567	3310.95	1120.04	18.4505
XM_004600309.1	564	323.142	248	41.8586
XM_004600310.1	258	86.6651	261	164.256
XM_004600311.1	1626	1369.95	331	13.178
XM_004600312.1	585	341.713	21	3.35185
XM_004600313.1	1080	823.949	343	22.7049
XM_004600314.1	444	220.747	541	133.668
XM_004600316.1	1875	1618.95	86	2.89729
XM_004600318.1	4342	4085.95	1725	23.0262
XM_004600319.1	861	605.76	150	13.5057
XM_004600321.1	672	422.494	0	0
XM_004600323.1	2400	2143.95	2137	54.3646
XM_004600327.1	1578	1321.95	221	9.11808
XM_004600328.2	1101	844.949	132	8.52058
XM_004600329.1	6246	5989.95	243	2.21263
XM_004600332.1	1212	955.949	8	0.456437
XM_004600333.1	1368	1111.95	73	3.58067
