target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	301.42	22732	4337.89
NM_001281925.1	634	374.533	132	20.272
NM_001285876.1	834	564.12	138	14.0708
NM_001286187.1	1110	837.375	207.378	14.2448
NM_001290408.1	830	560.12	0	0
NM_001291139.1	4671	4398.37	5	0.0653869
NM_001291140.1	4671	4398.37	5	0.0653869
NM_001291520.1	4282	4009.37	193.58	2.77713
NM_001293736.1	2063	1790.37	10	0.321269
NM_001301748.1	4136	3863.37	938.42	13.9715
XM_004600094.1	3370	3097.37	1796.71	33.3655
XM_004600095.1	3286	3013.37	941.29	17.9673
XM_004600096.1	1395	1122.37	96	4.91979
XM_004600097.1	1242	969.375	0	0
XM_004600098.1	4328	4055.37	0	0
XM_004600099.1	4314	4041.37	6	0.0853955
XM_004600100.1	4040	3767.37	0	0
XM_004600101.1	1026	753.375	261	19.927
XM_004600102.1	2487	2214.37	0	0
XM_004600103.1	2439	2166.37	13	0.345162
XM_004600104.1	2604	2331.37	360	8.88185
XM_004600105.1	1188	915.375	69	4.33574
XM_004600106.1	488	248.097	1025	237.637
XM_004600107.1	5374	5101.37	166	1.87169
XM_004600108.1	3753	3480.37	0	0
XM_004600109.1	4293	4020.37	176	2.51802
XM_004600110.1	1550	1277.37	122	5.49357
XM_004600111.1	485	245.559	63	14.757
XM_004600112.1	1479	1206.37	20	0.953588
XM_004600113.1	4152	3879.37	82.1032	1.21734
XM_004600114.1	3963	3690.37	46.8968	0.730947
XM_004600115.2	5115	4842.37	0	0
XM_004600116.1	858	587.542	144	14.0973
XM_004600117.1	3384	3111.37	94	1.73775
XM_004600118.1	2052	1779.37	16	0.517208
XM_004600119.1	3624	3351.37	904.301	15.5204
XM_004600120.1	3183	2910.37	7.69889	0.152157
XM_004600122.2	1092	819.375	56	3.93114
XM_004600123.1	4041	3768.37	1148	17.5227
XM_004600124.1	1599	1326.37	0	0
XM_004600125.2	4680	4407.37	1610	21.0116
XM_004600126.1	2628	2355.37	0	0
XM_004600127.1	2544	2271.37	12	0.303882
XM_004600128.1	1680	1407.37	0	0
XM_004600129.1	2030	1757.37	137	4.48404
XM_004600130.2	9293	9020.37	0.0195527	0.000124679
XM_004600131.2	9225	8952.37	43.9804	0.282575
XM_004600133.1	3098	2825.37	57	1.16041
XM_004600134.1	1578	1305.37	524	23.0892
XM_004600135.1	1673	1400.37	41	1.68404
XM_004600136.1	737	470.894	483	58.9979
XM_004600137.1	1225	952.375	1034	62.449
XM_004600138.1	3510	3237.37	171	3.0382
XM_004600140.1	4321	4048.37	118	1.67654
XM_004600141.1	4199	3926.37	0	0
XM_004600142.2	2770	2497.37	103	2.37228
XM_004600143.2	2647	2374.37	0	0
XM_004600144.1	357	147.709	0	0
XM_004600145.2	6774	6501.37	987.315	8.73501
XM_004600146.1	3612	3339.37	37.2834	0.642189
XM_004600147.1	2568	2295.37	43.4535	1.08889
