target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	306.778	17382	4441.31
NM_001281925.1	634	379.616	170	35.1027
NM_001285876.1	834	568.228	268	36.9699
NM_001286187.1	1110	841.99	858.144	79.8893
NM_001290408.1	830	564.398	92	12.7773
NM_001291139.1	4671	4402.99	364.5	6.48912
NM_001291140.1	4671	4402.99	364.5	6.48912
NM_001291520.1	4282	4013.99	131.316	2.56434
NM_001293736.1	2063	1794.99	368.025	16.0713
NM_001301748.1	4136	3867.99	1991.68	40.3618
XM_004600094.1	3370	3101.99	971.152	24.5405
XM_004600095.1	3286	3017.99	2949.85	76.6157
XM_004600096.1	1395	1126.99	238.433	16.5837
XM_004600097.1	1242	973.99	11.5667	0.930877
XM_004600098.1	4328	4059.99	36	0.695046
XM_004600099.1	4314	4045.99	0	0
XM_004600100.1	4040	3771.99	0	0
XM_004600101.1	1026	757.99	101	10.4446
XM_004600102.1	2487	2218.99	24.498	0.865387
XM_004600103.1	2439	2170.99	740.502	26.7365
XM_004600104.1	2604	2335.99	1010	33.8911
XM_004600105.1	1188	919.99	540	46.0094
XM_004600106.1	488	252.127	1214	377.429
XM_004600107.1	5374	5105.99	861	13.2178
XM_004600108.1	3753	3484.99	0	0
XM_004600109.1	4293	4024.99	923	17.9752
XM_004600110.1	1550	1281.99	540	33.0175
XM_004600111.1	485	249.73	68	21.3439
XM_004600112.1	1479	1210.99	294	19.0302
XM_004600113.1	4152	3883.99	275	5.54997
XM_004600114.1	3963	3694.99	0	0
XM_004600115.2	5115	4846.99	0	0
XM_004600116.1	858	591.705	672	89.0225
XM_004600117.1	3384	3115.99	180	4.52806
XM_004600118.1	2052	1783.99	43	1.88935
XM_004600119.1	3624	3355.99	388.607	9.07664
XM_004600120.1	3183	2914.99	29.3933	0.7904
XM_004600122.2	1092	823.99	239	22.7359
XM_004600123.1	4041	3772.99	260	5.40161
XM_004600124.1	1599	1330.99	1.54359	0.0909062
XM_004600125.2	4680	4411.99	3491	62.0228
XM_004600126.1	2628	2359.99	10.7265	0.356273
XM_004600127.1	2544	2275.99	460.274	15.8519
XM_004600128.1	1680	1411.99	0	0
XM_004600129.1	2030	1761.99	205	9.11982
XM_004600130.2	9293	9024.99	216.923	1.88406
XM_004600131.2	9225	8956.99	728.077	6.37163
XM_004600133.1	3098	2829.99	48	1.32951
XM_004600134.1	1578	1309.99	554	33.1495
XM_004600135.1	1673	1404.99	242	13.5014
XM_004600136.1	737	474.984	120	19.8033
XM_004600137.1	1225	956.99	212	17.3646
XM_004600138.1	3510	3241.99	587	14.1926
XM_004600140.1	4321	4052.99	195	3.77133
XM_004600141.1	4199	3930.99	0	0
