target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	306.453	543	128.86
NM_001281925.1	634	379.887	199	38.0961
NM_001285876.1	834	570.275	236	30.096
NM_001286187.1	1110	843.777	841.551	72.5327
NM_001290408.1	830	566.332	92	11.814
NM_001291139.1	4671	4404.78	408.5	6.74449
NM_001291140.1	4671	4404.78	408.5	6.74449
NM_001291520.1	4282	4015.78	238.989	4.32803
NM_001293736.1	2063	1796.78	639.519	25.8845
NM_001301748.1	4136	3869.78	1656.01	31.1213
XM_004600094.1	3370	3103.78	1225.69	28.7191
XM_004600095.1	3286	3019.78	2165.31	52.1467
XM_004600096.1	1395	1128.78	186.841	12.0378
XM_004600097.1	1242	975.777	47.1585	3.51472
XM_004600098.1	4328	4061.78	17.8229	0.319113
XM_004600099.1	4314	4047.78	24.1771	0.434378
XM_004600100.1	4040	3773.78	0	0
XM_004600101.1	1026	759.777	152	14.5492
XM_004600102.1	2487	2220.78	92.858	3.04085
XM_004600103.1	2439	2172.78	593.142	19.8529
XM_004600104.1	2604	2337.78	863	26.8466
XM_004600105.1	1188	921.777	636	50.1779
XM_004600106.1	488	252.688	1582	455.306
XM_004600107.1	5374	5107.78	634	9.02689
XM_004600108.1	3753	3486.78	0	0
XM_004600109.1	4293	4026.78	1363	24.6161
XM_004600110.1	1550	1283.78	336	19.034
XM_004600111.1	485	250.346	48	13.9438
XM_004600112.1	1479	1212.78	308	18.4693
XM_004600113.1	4152	3885.78	200	3.74311
XM_004600114.1	3963	3696.78	0	0
XM_004600115.2	5115	4848.78	0	0
XM_004600116.1	858	593.929	603	73.8353
XM_004600117.1	3384	3117.78	166	3.87208
XM_004600118.1	2052	1785.78	39	1.58825
XM_004600119.1	3624	3357.78	443	9.59473
XM_004600120.1	3183	2916.78	0	0
XM_004600122.2	1092	825.777	297	26.1562
XM_004600123.1	4041	3774.78	182	3.5064
XM_004600124.1	1599	1332.78	1	0.0545662
XM_004600125.2	4680	4413.78	2588.68	42.6529
XM_004600126.1	2628	2361.78	32.096	0.98831
XM_004600127.1	2544	2277.78	375.904	12.0018
XM_004600128.1	1680	1413.78	0	0
XM_004600129.1	2030	1763.78	250	10.3081
XM_004600130.2	9293	9026.78	133.425	1.07494
XM_004600131.2	9225	8958.78	406.604	3.30068
XM_004600133.1	3098	2831.78	23	0.590677
XM_004600134.1	1578	1311.78	266	14.747
XM_004600135.1	1673	1406.78	182	9.40865
XM_004600136.1	737	476.344	134	20.4581
XM_004600137.1	1225	958.777	190	14.4118
XM_004600138.1	3510	3243.78	511	11.4565
XM_004600140.1	4321	4054.78	176	3.15665
XM_004600141.1	4199	3932.78	0	0
XM_004600142.2	2770	2503.78	346.032	10.0508
XM_004600143.2	2647	2380.78	60.9684	1.86238
XM_004600144.1	357	150.833	9	4.33939
XM_004600145.2	6774	6507.78	2812.33	31.4278
XM_004600146.1	3612	3345.78	169.741	3.68953
XM_004600147.1	2568	2301.78	34.123	1.07812
XM_004600148.1	2509	2242.78	129.136	4.18737
XM_004600149.1	3009	2742.78	359	9.51886
XM_004600150.1	8211	7944.78	79.9993	0.732294
XM_004600151.1	8208	7941.78	112.835	1.03325
XM_004600152.1	8208	7941.78	135.976	1.24516
XM_004600153.1	8199	7932.78	391.385	3.58807
XM_004600154.1	8181	7914.78	314.804	2.89256
XM_004600156.1	1698	1431.78	1	0.0507932
XM_004600157.1	2782	2515.78	0	0
XM_004600158.1	2755	2488.78	0	0
XM_004600159.1	8561	8294.78	49.9048	0.437541
XM_004600160.1	2533	2266.78	0	0
XM_004600161.1	2538	2271.78	0	0
XM_004600162.1	8339	8072.78	817.095	7.3609
XM_004600163.1	822	558.953	0	0
XM_004600164.1	2148	1881.78	4	0.154587
XM_004600165.1	1309	1042.78	360	25.1068
XM_004600166.1	1593	1326.78	529.705	29.0347
XM_004600167.1	999	732.777	806.295	80.0208
XM_004600168.1	5802	5535.78	6	0.0788231
XM_004600170.1	1008	741.777	1455	142.65
XM_004600171.1	5443	5176.78	51	0.71646
XM_004600172.1	1084	817.777	723	64.2961
XM_004600173.1	5727	5460.78	159	2.1175
XM_004600174.1	826	562.728	7846	1013.98
XM_004600175.1	825	561.784	96	12.4275
XM_004600176.1	2161	1894.78	101.009	3.87688
XM_004600177.1	2110	1843.78	134.991	5.32449
XM_004600178.2	734	473.488	6	0.921559
XM_004600179.1	1898	1631.78	567	25.2699
XM_004600180.1	420	198.791	62	22.6818
XM_004600181.1	1119	852.777	0	0
XM_004600182.1	3813	3546.78	619.011	12.6925
XM_004600185.1	1803	1536.78	259	12.2566
XM_004600186.1	1888	1621.78	317	14.2151
XM_004600187.2	2134	1867.78	157	6.11302
XM_004600188.1	3860	3593.78	550	11.1299
XM_004600189.1	387	173.99	1190.45	497.585
XM_004600190.1	342	140.1	50.5524	26.2412
XM_004600191.1	294	106.634	0	0
XM_004600192.1	708	448.748	144	23.3368
XM_004600193.1	756	494.518	600.205	88.2671
XM_004600194.2	1567	1300.78	738	41.2605
XM_004600195.1	792	529.44	14	1.92306
XM_004600196.1	1259	992.777	1037	75.9641
XM_004600197.1	873	608.446	0	0
XM_004600198.1	3438	3171.78	211	4.83794
XM_004600199.1	2097	1830.78	0	0
XM_004600200.1	1525	1258.78	907	52.401
XM_004600201.1	444	217.371	158	52.8611
XM_004600202.1	2165	1898.78	481	18.4227
XM_004600203.1	231	66.976	751	815.458
XM_004600204.1	1936	1669.78	1004	43.7277
XM_004600205.2	621	368.003	3306.36	653.401
XM_004600206.2	867	602.688	982	118.495
XM_004600207.1	567	319.326	0	0
XM_004600208.1	1164	897.777	38.8607	3.14792
XM_004600209.1	1045	778.777	34.1393	3.18803
XM_004600210.1	393	178.627	7	2.84991
XM_004600211.1	1206	939.777	1564	121.03
XM_004600212.1	1901	1634.78	575.081	25.583
XM_004600213.1	1756	1489.78	960.919	46.9079
XM_004600214.2	3318	3051.78	5451	129.899
XM_004600215.1	3276	3009.78	278	6.71725
XM_004600216.2	1289	1022.78	842.619	59.9144
XM_004600217.2	1216	949.777	26.1455	2.00196
XM_004600218.1	1626	1359.78	302	16.1518
XM_004600219.2	4557	4290.78	4878	82.6774
XM_004600220.1	1842	1575.78	708	32.6753
XM_004600221.2	1158	891.777	78.0592	6.36574
XM_004600222.2	1174	907.777	15.5923	1.24915
XM_004600223.1	1106	839.777	1415.12	122.55
